Date,Adj Close,Close,High,Low,Open,Volume
,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS
2021-01-01,517.22412109375,528.0150146484375,533.7999877929688,525.0,531.02001953125,14471870
2021-01-04,510.95977783203125,521.6199951171875,532.4000244140625,519.6199951171875,532.4000244140625,23336590
2021-01-05,501.4384460449219,511.8999938964844,522.4199829101562,506.25,521.7999877929688,39534000
2021-01-06,492.749755859375,503.0299987792969,516.8350219726562,499.0299987792969,513.0,36079230
2021-01-07,497.71612548828125,508.1000061035156,513.155029296875,502.1300048828125,506.5,30357500
2021-01-08,497.8141784667969,508.20001220703125,513.875,504.20001220703125,513.0,29984510
2021-01-11,488.2388916015625,498.42498779296875,511.0950012207031,495.82501220703125,510.79998779296875,29241640
2021-01-12,493.9154052734375,504.2200012207031,509.8999938964844,495.1000061035156,498.42498779296875,33359080
2021-01-13,480.2701416015625,490.2900085449219,507.3999938964844,482.625,506.6000061035156,32693730
2021-01-14,477.767333984375,487.7349853515625,496.67999267578125,483.3999938964844,490.2900085449219,26808110
2021-01-15,478.37957763671875,488.3599853515625,492.70001220703125,484.239990234375,487.70001220703125,25449160
2021-01-18,462.3392028808594,471.9849853515625,488.0,468.6000061035156,487.0,37034130
2021-01-19,485.7801818847656,495.9150085449219,499.4949951171875,475.20001220703125,476.510009765625,47674650
2021-01-20,488.0135803222656,498.19500732421875,503.260009765625,490.1000061035156,496.79998779296875,33147070
2021-01-21,501.3699035644531,511.8299865722656,522.5,499.0,499.29998779296875,70618090
2021-01-22,487.0928039550781,497.2550048828125,513.7000122070312,494.55999755859375,513.5,30847960
2021-01-25,480.8382873535156,490.8699951171875,516.2999877929688,489.0,504.8999938964844,36730600
2021-01-27,474.59844970703125,484.5,494.55999755859375,481.1000061035156,492.1300048828125,28004930
2021-01-28,471.1944580078125,481.0249938964844,490.8999938964844,472.30999755859375,477.9549865722656,34773290
2021-01-29,463.7791748046875,473.4549865722656,495.0,470.7099914550781,488.6700134277344,42607950
2021-02-01,495.5218811035156,505.8599853515625,508.0,466.6499938964844,477.5,42907450
2021-02-02,506.7477111816406,517.3200073242188,533.7949829101562,509.489990234375,510.0,43479930
2021-02-03,513.7907104492188,524.510009765625,527.0,514.0,521.8599853515625,26507830
2021-02-04,539.2349853515625,550.4849853515625,554.2999877929688,520.60498046875,521.4000244140625,53258880
2021-02-05,542.5360717773438,553.85498046875,562.7000122070312,547.0,552.5999755859375,44379870
2021-02-08,538.5345458984375,549.77001953125,566.5,547.530029296875,554.2000122070312,28008090
2021-02-09,528.99365234375,540.030029296875,553.9000244140625,538.260009765625,553.75,22639040
2021-02-10,536.3990478515625,547.5900268554688,550.2349853515625,539.5,543.469970703125,26380120
2021-02-11,545.3278198242188,556.7050170898438,558.7999877929688,545.5750122070312,547.0,20289470
2021-02-12,546.3465576171875,557.7449951171875,561.7999877929688,553.2050170898438,557.0,16252680
2021-02-15,566.1728515625,577.9849853515625,579.9000244140625,560.0,560.5349731445312,31688260
2021-02-16,564.2529907226562,576.0250244140625,582.219970703125,569.030029296875,579.1400146484375,21268100
2021-02-17,558.8555908203125,570.5150146484375,579.9000244140625,567.0,573.0,23463950
2021-02-18,544.9653930664062,556.3350219726562,571.4749755859375,552.219970703125,569.9000244140625,23175130
2021-02-19,538.5589599609375,549.7949829101562,562.1950073242188,542.5,556.0,27444560
2021-02-22,526.6965942382812,537.6849975585938,553.8699951171875,533.4749755859375,548.0,20005630
2021-02-23,527.3674926757812,538.3699951171875,550.4650268554688,535.0,542.0,21902450
2021-02-24,544.9212646484375,556.2899780273438,557.8900146484375,538.2999877929688,544.4000244140625,19087950
2021-02-25,541.693603515625,552.9949951171875,561.9949951171875,551.135009765625,560.0999755859375,15845950
2021-02-26,515.7302856445312,526.489990234375,545.4000244140625,522.0999755859375,543.0,37133260
2021-03-01,515.9164428710938,526.6799926757812,536.989990234375,519.5,531.5,20318810
2021-03-02,520.7653198242188,531.6300048828125,541.0,526.2050170898438,530.0,22086340
2021-03-03,542.962158203125,554.2899780273438,557.3350219726562,534.010009765625,536.4149780273438,22524130
2021-03-04,537.378662109375,548.5900268554688,556.7150268554688,540.0999755859375,543.0,22346980
2021-03-05,533.3624877929688,544.489990234375,551.9749755859375,540.2100219726562,544.0,20757600
2021-03-08,521.1914672851562,532.0650024414062,549.39501953125,531.0999755859375,546.9000244140625,17210420
2021-03-09,530.4384155273438,541.5050048828125,544.5,533.5,537.0999755859375,18114960
2021-03-10,543.1727905273438,554.5050048828125,556.0999755859375,544.0,544.0,21912500
2021-03-12,544.4266357421875,555.7849731445312,567.0,552.0999755859375,560.0,25080130
2021-03-15,532.7894287109375,543.905029296875,558.5650024414062,535.0549926757812,557.10498046875,20870080
2021-03-16,534.44482421875,545.594970703125,550.7000122070312,542.0,548.844970703125,15613050
2021-03-17,525.0263671875,535.97998046875,546.0399780273438,534.4450073242188,546.0,11347580
2021-03-18,526.2067260742188,537.1849975585938,554.5,530.5,542.2999877929688,23390580
2021-03-19,534.180419921875,545.3250122070312,547.9000244140625,519.0050048828125,531.5999755859375,32203100
2021-03-22,527.9209594726562,538.9349975585938,549.7000122070312,533.7000122070312,544.6500244140625,19384610
2021-03-23,526.8875122070312,537.8800048828125,544.5,535.0,541.0,18490380
2021-03-24,516.25927734375,527.030029296875,537.4000244140625,526.0,537.4000244140625,17376430
2021-03-25,501.7519226074219,512.219970703125,530.0,510.31500244140625,528.0,23432710
2021-03-26,507.7125549316406,518.3049926757812,524.7999877929688,513.5,517.0,23474600
2021-03-30,508.74114990234375,519.35498046875,526.0,515.0,523.4849853515625,18452800
2021-03-31,504.46038818359375,514.9849853515625,521.8800048828125,512.2949829101562,518.5,18459750
2021-04-01,516.4404907226562,527.2150268554688,528.8499755859375,516.1950073242188,521.0,21482340
2021-04-05,486.10833740234375,496.25,525.9000244140625,492.05999755859375,525.9000244140625,37396800
2021-04-06,489.10577392578125,499.30999755859375,505.94500732421875,495.260009765625,505.0,20709060
2021-04-07,497.3340759277344,507.7099914550781,510.8999938964844,494.0,498.0,24027820
2021-04-08,492.67138671875,502.95001220703125,511.5,501.5,510.0,14078790
2021-04-09,477.27264404296875,487.2300109863281,501.0,484.5,500.0,29026460
2021-04-12,441.88104248046875,451.1000061035156,474.0,440.0,474.0,45000460
2021-04-13,463.21099853515625,472.875,477.489990234375,451.4049987792969,453.510009765625,31750190
2021-04-15,456.5059509277344,466.0299987792969,475.0,456.6099853515625,470.80999755859375,28971850
2021-04-16,452.2252197265625,461.6600036621094,469.0,459.0,466.1000061035156,21426480
2021-04-19,438.80517578125,447.9599914550781,450.3999938964844,436.20001220703125,445.0,34265070
2021-04-20,451.936279296875,461.364990234375,469.8999938964844,455.5199890136719,456.29998779296875,33945970
2021-04-22,459.2878723144531,468.8699951171875,471.3999938964844,450.57501220703125,455.0,25635390
2021-04-23,457.2406005859375,466.7799987792969,475.9800109863281,461.04998779296875,462.1099853515625,27295250
2021-04-26,463.9750671386719,473.6549987792969,482.8999938964844,469.0,469.0,29039890
2021-04-27,476.5625,486.5050048828125,488.9849853515625,474.6549987792969,474.70001220703125,26449970
2021-04-28,517.2976684570312,528.0900268554688,531.0,491.5,491.5,85764540
2021-04-29,537.2758178710938,548.4849853515625,552.5,533.0,535.0,72584860
2021-04-30,534.0481567382812,545.1900024414062,552.4650268554688,532.77001953125,535.0,41248880
2021-05-03,543.770263671875,555.114990234375,558.0,529.125,531.6300048828125,40335910
2021-05-04,550.098388671875,561.5750122070312,574.9949951171875,556.0,561.0,48383470
2021-05-05,540.243896484375,551.5150146484375,570.0,545.239990234375,568.2999877929688,43786930
2021-05-06,541.5809326171875,552.8800048828125,561.989990234375,547.3350219726562,556.7999877929688,22231110
2021-05-07,538.1525268554688,549.3800048828125,561.3150024414062,545.7999877929688,559.0,18510330
2021-05-10,538.5149536132812,549.75,557.5,544.5,557.5,19973390
2021-05-11,531.3837280273438,542.469970703125,545.8099975585938,539.0,541.125,16172480
2021-05-12,524.8892211914062,535.8400268554688,544.0,532.9400024414062,541.3099975585938,15393360
2021-05-14,522.1415405273438,533.0349731445312,540.5,526.7000122070312,540.5,15257620
