Date,Adj Close,Close,High,Low,Open,Volume
,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS
2021-01-01,1015.8335571289062,1048.27001953125,1050.969970703125,1040.0,1043.449951171875,2915215
2021-01-04,1021.8222045898438,1054.449951171875,1061.6700439453125,1048.27001953125,1052.0,3923440
2021-01-05,1024.661865234375,1057.3800048828125,1067.4000244140625,1045.3900146484375,1048.0,4770920
2021-01-06,1024.9329833984375,1057.6600341796875,1063.0,1045.199951171875,1057.3800048828125,2713390
2021-01-07,1021.5607299804688,1054.1800537109375,1065.0,1050.5999755859375,1060.199951171875,3266465
2021-01-08,1034.6138916015625,1067.6500244140625,1072.0,1055.800048828125,1059.97998046875,4045915
2021-01-11,1049.8377685546875,1083.3599853515625,1085.4000244140625,1065.199951171875,1068.800048828125,4599235
2021-01-12,1037.6373291015625,1070.77001953125,1088.699951171875,1065.8900146484375,1088.18994140625,3741860
2021-01-13,1025.262451171875,1058.0,1075.0,1047.5999755859375,1073.0,3296060
2021-01-14,1028.9254150390625,1061.780029296875,1065.5999755859375,1053.0,1060.97998046875,2674860
2021-01-15,1010.3003540039062,1042.56005859375,1063.0,1039.1199951171875,1063.0,2577605
2021-01-18,979.1547241210938,1010.4199829101562,1047.5899658203125,1007.0,1046.199951171875,4412055
2021-01-19,986.2870483398438,1017.780029296875,1020.989990234375,1007.3099975585938,1017.5999755859375,3990495
2021-01-20,984.6881103515625,1016.1300048828125,1031.949951171875,1013.010009765625,1020.4600219726562,3398145
2021-01-21,979.1741333007812,1010.4400024414062,1027.5999755859375,1006.780029296875,1022.0,2906620
2021-01-22,976.2088623046875,1007.3800048828125,1021.0700073242188,997.0,1009.75,3815610
2021-01-25,985.0272216796875,1016.47998046875,1025.6800537109375,992.0,1008.4000244140625,3588895
2021-01-27,951.4784545898438,981.8599853515625,1010.47998046875,966.5599975585938,1010.47998046875,5261980
2021-01-28,944.2105102539062,974.3599853515625,980.7899780273438,955.4000244140625,969.0,5165470
2021-01-29,892.0558471679688,920.5399780273438,983.0,910.0,978.0,14820975
2021-02-01,858.22607421875,885.6300048828125,915.530029296875,878.6099853515625,912.010009765625,12951700
2021-02-02,868.7597045898438,896.5,905.5999755859375,876.2000122070312,893.7999877929688,18375530
2021-02-03,901.1359252929688,929.9099731445312,952.3200073242188,908.489990234375,915.7899780273438,17227025
2021-02-04,904.7021484375,933.5900268554688,941.2000122070312,924.4199829101562,938.5999755859375,6508800
2021-02-05,930.4693603515625,960.1799926757812,966.0,925.1300048828125,937.0,12038405
2021-02-08,941.8848266601562,971.9600219726562,981.989990234375,965.0,973.0,10792890
2021-02-09,938.8419189453125,968.8200073242188,979.1400146484375,961.0,970.0,6233845
2021-02-10,934.9560546875,964.8099975585938,976.8200073242188,952.2000122070312,969.0,5767115
2021-02-11,935.1498413085938,965.010009765625,972.0,962.0,964.2000122070312,3557750
2021-02-12,928.744384765625,958.4000244140625,971.9600219726562,957.0,971.9600219726562,2504510
2021-02-15,912.82275390625,941.969970703125,966.7100219726562,940.010009765625,958.4000244140625,4923205
2021-02-16,910.2547607421875,939.3200073242188,952.3200073242188,934.0,945.7999877929688,4064700
2021-02-17,891.63916015625,920.1099853515625,941.989990234375,916.0,939.3200073242188,5106775
2021-02-18,894.8177490234375,923.3900146484375,932.77001953125,912.0,921.4000244140625,5147530
